PM2_5,temp,humidity,PM2_5_cal,temp_cal,humidity_cal
23.5,33.3,60.7,19.8,34.3,58.1
23.5,33.3,60.7,19.8,34.2,58.0
23.5,33.3,60.7,19.8,34.3,58.1
23.4,33.3,60.4,19.9,34.1,58.9
23.1,33.3,60.7,19.8,34.3,58.0
22.8,33.3,60.7,19.8,34.3,58.0
23.1,33.3,60.7,19.8,34.3,58.0
23.1,33.3,60.7,20.2,34.3,58.0
23.1,33.3,60.7,20.2,34.3,58.0
22.8,33.3,60.7,20.2,34.3,58.0
23.1,33.3,60.7,20.5,34.3,58.0
23.1,33.3,60.7,20.5,34.3,57.9
23.1,33.3,60.7,20.5,34.3,58.0
23.0,33.3,60.4,20.6,34.1,58.8
23.5,33.3,60.7,20.5,34.3,58.0
23.1,33.3,60.7,20.5,34.3,58.0
23.5,33.3,60.7,20.5,34.3,58.0
23.5,33.3,60.7,20.9,34.3,58.0
23.5,33.3,60.7,20.9,34.3,58.0
23.1,33.3,60.7,20.5,34.3,58.0
23.1,33.3,60.7,20.1,34.2,57.9
23.1,33.3,60.7,20.2,34.3,58.0
22.7,33.3,60.4,20.2,34.3,58.0
22.8,33.3,60.7,20.2,34.1,58.8
23.1,33.3,60.7,19.8,34.3,58.0
23.1,33.3,60.7,19.8,34.3,58.0
22.8,33.3,60.7,19.8,34.3,58.0
22.8,33.3,60.7,19.5,34.3,58.0
22.4,33.3,60.7,19.5,34.3,58.0
22.4,33.3,60.7,19.1,34.3,58.0
22.4,33.3,60.7,19.1,34.3,58.0
22.8,33.3,60.7,19.1,34.3,58.0
22.7,33.3,60.4,19.1,34.3,58.0
22.8,33.3,60.7,19.2,34.1,58.8
22.4,33.3,60.7,18.8,34.3,58.0
22.1,33.3,60.7,18.8,34.3,58.0
21.7,33.3,60.7,18.8,34.3,58.0
21.4,33.3,60.7,18.8,34.3,58.0
21.4,33.3,60.7,18.8,34.3,58.0
21.7,33.3,60.7,18.8,34.3,58.0
21.7,33.3,60.7,18.8,34.3,58.0
21.3,33.3,60.4,18.4,34.3,58.0
21.4,33.3,60.7,18.8,34.3,58.0
21.0,33.3,60.7,18.8,34.1,58.8
21.0,33.3,60.7,18.4,34.3,58.0
21.4,33.3,60.7,18.4,34.3,58.0
21.0,33.3,60.7,18.4,34.3,58.0
21.4,33.3,60.7,18.4,34.3,58.0
21.4,33.3,60.7,18.4,34.3,58.0
21.0,33.3,60.7,18.4,34.3,58.0
21.4,33.3,60.7,18.4,34.3,58.0
21.3,33.3,60.4,18.4,34.3,58.0
21.4,33.3,60.7,18.1,34.3,58.0
21.4,33.3,60.7,18.1,34.1,58.8
21.0,33.3,60.7,18.1,34.3,58.0
21.0,33.3,60.7,18.1,34.3,58.0
21.0,33.3,60.7,17.7,34.3,58.0
20.7,33.3,60.7,17.7,34.3,58.0
20.7,33.3,60.7,17.7,34.3,58.0
20.7,33.3,60.7,18.1,34.3,58.0
20.3,33.3,60.4,17.7,34.3,58.0
20.7,33.3,60.7,17.7,34.3,58.0
20.7,33.3,60.7,17.7,34.3,58.0
20.3,33.3,60.7,17.8,34.1,58.8
20.3,33.3,60.7,17.7,34.3,58.0
20.3,33.3,60.7,17.4,34.3,58.0
20.3,33.3,60.7,17.4,34.3,58.0
20.7,33.3,60.7,17.4,34.3,58.0
20.7,33.3,60.7,17.4,34.3,58.0
20.7,33.3,60.7,17.4,34.3,58.0
20.6,33.3,60.4,17.4,34.3,58.0
21.0,33.3,60.7,17.0,34.3,58.0
21.0,33.3,60.7,17.0,34.3,58.0
21.4,33.3,60.7,17.1,34.1,58.8
21.4,33.3,60.7,17.0,34.3,58.0
21.7,33.3,60.7,17.0,34.3,58.0
21.7,33.3,60.7,16.7,34.3,57.9
21.7,33.3,60.7,16.7,34.3,58.0
21.7,33.3,60.7,16.7,34.3,58.0
21.3,33.3,60.4,16.7,34.3,58.0
21.7,33.3,60.7,16.7,34.3,58.0
21.4,33.3,60.7,16.7,34.3,57.9
21.4,33.3,60.7,16.7,34.3,58.0
21.4,33.3,60.7,16.8,34.1,58.8
21.4,33.3,60.7,16.7,34.3,58.0
21.0,33.3,60.7,16.7,34.3,58.0
21.0,33.3,60.7,16.7,34.3,58.0
20.7,33.3,60.7,16.7,34.3,58.0
20.7,33.3,60.7,16.7,34.3,58.0
20.6,33.3,60.4,16.7,34.3,57.9
20.7,33.3,60.7,16.3,34.3,57.9
20.7,33.3,60.7,16.3,34.3,57.9
20.7,33.3,60.7,16.3,34.3,57.9
20.7,33.3,60.7,16.4,34.1,58.8
20.6,33.3,60.6,16.3,34.3,57.9
21.0,33.3,60.7,16.3,34.3,58.0
21.0,33.3,60.7,16.3,34.3,57.9
21.4,33.3,60.7,16.3,34.3,57.9
20.9,33.3,60.4,16.0,34.3,57.9
21.0,33.3,60.7,16.0,34.3,57.9
21.0,33.3,60.7,16.3,34.3,58.0
21.0,33.3,60.7,16.0,34.3,57.9
21.0,33.3,60.7,16.4,34.1,58.8
21.0,33.3,60.7,16.0,34.3,57.9
21.0,33.3,60.7,16.0,34.3,58.0
20.7,33.3,60.7,16.0,34.4,58.0
21.0,33.3,60.7,16.0,34.3,57.9
20.6,33.3,60.6,16.0,34.4,58.0
20.6,33.2,60.3,16.0,34.3,57.9
20.7,33.3,60.7,16.0,34.3,57.9
20.7,33.3,60.7,16.0,34.4,58.0
20.7,33.3,60.7,16.0,34.4,58.0
20.3,33.3,60.7,16.1,34.1,58.8
20.3,33.3,60.7,16.0,34.3,57.9
20.3,33.3,60.7,16.0,34.4,58.0
20.3,33.3,60.7,16.0,34.3,57.9
20.3,33.3,60.7,16.0,34.3,57.9
20.3,33.3,60.4,16.0,34.4,58.0
20.3,33.3,60.7,16.0,34.4,58.0
20.7,33.3,60.7,16.0,34.4,58.0
20.6,33.3,60.6,16.0,34.4,58.0
20.7,33.3,60.7,16.0,34.4,58.0
20.6,33.3,60.6,16.1,34.1,58.8
20.7,33.3,60.7,16.0,34.3,57.9
20.7,33.3,60.7,15.7,34.4,58.0
20.7,33.3,60.7,16.0,34.4,58.0
20.7,33.3,60.7,16.0,34.3,57.9
20.6,33.3,60.4,16.0,34.4,58.0
20.7,33.3,60.7,16.0,34.4,58.0
20.7,33.3,60.7,16.0,34.3,57.9
20.7,33.3,60.7,16.0,34.4,58.0
20.7,33.3,60.7,15.7,34.4,58.0
20.3,33.3,60.7,15.7,34.1,58.8
20.3,33.3,60.7,15.7,34.4,58.0
20.3,33.3,60.7,15.7,34.4,57.9
20.3,33.3,60.7,15.6,34.3,57.9
20.3,33.3,60.4,15.6,34.3,57.9
20.3,33.3,60.7,15.7,34.4,58.0
20.3,33.3,60.6,15.7,34.4,57.9
20.3,33.3,60.7,15.6,34.3,57.9
20.3,33.3,60.7,15.7,34.4,58.0
20.3,33.3,60.7,15.7,34.4,58.0
20.0,33.3,60.7,15.7,34.1,58.8
20.0,33.3,60.7,15.7,34.4,57.9
20.0,33.3,60.7,15.7,34.4,57.9
20.0,33.3,60.7,15.7,34.4,57.9
19.9,33.3,60.4,15.7,34.4,57.9
20.3,33.3,60.7,15.7,34.4,57.9
20.0,33.3,60.7,15.7,34.4,57.9
19.9,33.3,60.6,15.7,34.4,57.9
20.0,33.3,60.7,15.7,34.4,57.9
20.0,33.3,60.7,16.1,34.1,58.8
20.0,33.3,60.7,15.7,34.4,57.9
20.0,33.3,60.7,15.7,34.4,57.9
20.3,33.3,60.6,15.7,34.4,57.9
20.3,33.3,60.7,15.7,34.4,57.9
20.3,33.3,60.4,15.7,34.4,57.9
20.3,33.3,60.7,15.7,34.4,57.9
20.3,33.3,60.7,15.7,34.4,57.9
20.0,33.3,60.7,15.7,34.4,57.9
20.0,33.3,60.7,15.7,34.4,57.9
20.0,33.3,60.7,15.4,34.1,58.8
20.3,33.3,60.7,15.3,34.4,57.9
20.3,33.3,60.7,15.7,34.4,57.9
20.3,33.3,60.7,15.3,34.4,57.9
20.3,33.3,60.4,15.7,34.4,57.9
20.3,33.3,60.6,15.7,34.4,57.9
20.3,33.3,60.7,15.7,34.4,57.9
20.7,33.3,60.7,15.7,34.4,57.9
20.6,33.3,60.6,15.7,34.4,57.9
20.3,33.3,60.7,15.7,34.4,57.9
20.6,33.3,60.6,15.7,34.1,58.8
20.7,33.3,60.7,15.7,34.5,57.9
21.0,33.3,60.6,15.7,34.4,57.9
20.6,33.3,60.6,15.7,34.4,57.9
20.6,33.2,60.3,15.7,34.4,57.9
20.6,33.3,60.6,15.7,34.4,57.9
20.6,33.3,60.6,15.7,34.5,57.9
21.0,33.3,60.7,15.7,34.4,57.9
20.6,33.3,60.6,15.7,34.5,58.0
20.6,33.3,60.6,15.7,34.2,58.8
20.6,33.3,60.6,15.7,34.4,57.9
20.3,33.3,60.4,15.7,34.4,57.9
20.7,33.3,60.7,15.7,34.4,57.9
20.3,33.3,60.6,16.0,34.4,57.9
20.3,33.3,60.6,15.7,34.5,57.9
20.3,33.3,60.6,16.0,34.4,57.9
20.3,33.3,60.6,16.0,34.4,57.9
20.3,33.3,60.6,16.0,34.4,57.9
19.9,33.3,60.6,15.7,34.4,57.9
19.9,33.3,60.6,15.7,34.1,58.8
19.9,33.2,60.3,15.7,34.5,57.9
19.9,33.3,60.6,15.6,34.4,57.8
19.9,33.3,60.6,15.7,34.5,57.9
19.9,33.3,60.6,15.6,34.4,57.8
19.9,33.3,60.6,15.7,34.5,57.9
19.9,33.3,60.6,15.3,34.5,57.9
19.9,33.3,60.6,15.3,34.4,57.8
19.9,33.3,60.6,15.3,34.4,57.8
19.9,33.3,60.6,15.3,34.4,57.8
19.6,33.3,60.6,15.4,34.1,58.8
19.9,33.2,60.3,15.3,34.5,57.9
19.9,33.3,60.6,15.3,34.4,57.8
19.9,33.3,60.6,15.3,34.4,57.8
19.9,33.3,60.6,15.3,34.5,57.9
19.9,33.3,60.6,15.7,34.5,57.9
19.9,33.3,60.6,15.3,34.4,57.9
19.6,33.3,60.6,15.3,34.4,57.9
19.2,33.3,60.6,15.3,34.5,57.9
19.2,33.3,60.6,15.3,34.5,57.9
19.2,33.3,60.6,15.4,34.2,58.8
19.2,33.2,60.3,15.3,34.4,57.8
19.9,33.3,60.6,15.3,34.5,57.9
19.9,33.3,60.6,15.3,34.5,57.9
19.6,33.3,60.6,15.3,34.5,57.9
19.9,33.3,60.6,15.3,34.5,57.9
19.9,33.3,60.6,15.3,34.5,57.9
19.9,33.3,60.6,15.3,34.5,57.9
20.3,33.3,60.6,15.3,34.5,57.9
20.3,33.3,60.6,15.4,34.2,58.8
20.3,33.3,60.6,15.3,34.5,57.9
20.2,33.2,60.3,15.3,34.5,57.9
19.9,33.3,60.6,15.3,34.5,57.9
20.3,33.3,60.6,15.3,34.5,57.9
19.9,33.3,60.6,15.3,34.5,57.9
19.9,33.3,60.6,15.3,34.5,57.9
19.9,33.3,60.6,15.3,34.5,57.9
19.9,33.3,60.6,15.3,34.5,57.9
19.6,33.3,60.6,15.3,34.5,57.9
19.6,33.3,60.6,15.4,34.2,58.8
19.5,33.2,60.3,15.3,34.5,57.9
19.2,33.3,60.6,15.3,34.5,57.9
19.2,33.3,60.6,15.3,34.5,57.8
19.2,33.3,60.6,15.3,34.5,57.8
18.9,33.3,60.6,15.3,34.5,57.8
19.2,33.3,60.6,15.3,34.5,57.9
18.9,33.3,60.6,15.3,34.5,57.8
18.9,33.3,60.6,15.3,34.5,57.9
18.9,33.3,60.6,15.3,34.5,57.8
18.9,33.3,60.6,15.4,34.2,58.8
19.2,33.2,60.3,15.3,34.5,57.8
19.2,33.3,60.6,15.3,34.5,57.8
18.9,33.3,60.6,15.3,34.5,57.8
18.9,33.3,60.6,15.3,34.5,57.8
18.9,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.2,58.8
19.2,33.2,60.3,15.3,34.5,57.8
18.9,33.3,60.6,15.3,34.5,57.8
18.9,33.3,60.6,15.3,34.5,57.8
18.9,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.3,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.2,58.8
19.2,33.2,60.3,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.6,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.6,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.5,33.2,60.3,15.7,34.2,58.8
19.6,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.3,34.5,57.8
19.2,33.3,60.6,15.3,34.5,57.8
19.6,33.3,60.6,15.3,34.5,57.8
19.6,33.3,60.6,15.3,34.5,57.8
19.6,33.3,60.7,15.3,34.5,57.8
19.6,33.3,60.6,15.3,34.5,57.8
19.6,33.3,60.6,15.3,34.5,57.8
19.2,33.2,60.3,15.4,34.2,58.8
19.6,33.3,60.6,15.3,34.5,57.8
19.2,33.3,60.6,15.3,34.5,57.8
19.2,33.3,60.6,15.3,34.5,57.8
19.6,33.3,60.6,15.3,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.6,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.6,33.3,60.7,15.7,34.5,57.8
19.5,33.2,60.4,15.8,34.2,58.8
19.6,33.3,60.6,15.7,34.5,57.8
19.6,33.3,60.6,15.7,34.5,57.8
19.6,33.3,60.6,15.7,34.5,57.8
19.6,33.3,60.6,15.7,34.5,57.8
19.6,33.3,60.6,15.7,34.5,57.8
19.6,33.3,60.7,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.3,33.3,60.7,15.7,34.5,57.8
19.2,33.3,60.6,15.8,34.2,58.7
19.2,33.3,60.6,15.7,34.5,57.8
18.9,33.3,60.6,15.7,34.5,57.8
18.9,33.3,60.6,15.7,34.5,57.8
18.9,33.3,60.7,15.7,34.5,57.8
18.9,33.3,60.7,15.7,34.5,57.8
18.9,33.3,60.6,15.7,34.5,57.8
19.2,33.2,60.3,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
18.9,33.3,60.6,15.8,34.2,58.7
18.9,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.3,34.5,57.8
19.2,33.2,60.3,15.3,34.5,57.8
19.2,33.3,60.6,15.3,34.5,57.8
19.2,33.3,60.6,15.3,34.5,57.8
18.9,33.3,60.7,15.4,34.2,58.7
19.2,33.3,60.6,15.3,34.5,57.8
19.3,33.3,60.7,15.3,34.5,57.8
19.2,33.3,60.6,15.3,34.5,57.8
19.2,33.3,60.6,15.3,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.2,60.3,15.7,34.5,57.7
19.3,33.3,60.7,15.3,34.5,57.7
19.2,33.3,60.6,15.7,34.5,57.7
19.2,33.3,60.6,15.3,34.5,57.7
19.2,33.3,60.6,15.4,34.2,58.7
19.2,33.3,60.6,15.7,34.5,57.8
19.2,33.3,60.6,15.7,34.5,57.7
18.9,33.3,60.6,15.7,34.5,57.7
19.2,33.3,60.6,15.7,34.5,57.7
19.2,33.3,60.6,15.7,34.5,57.7
18.8,33.2,60.3,15.7,34.5,57.7
19.2,33.3,60.6,15.7,34.5,57.7
18.9,33.3,60.6,15.7,34.5,57.7
18.9,33.3,60.6,15.7,34.5,57.7
19.2,33.3,60.6,15.7,34.2,58.7
18.9,33.3,60.7,15.7,34.5,57.7
19.2,33.3,60.6,15.7,34.5,57.7
19.3,33.3,60.7,15.7,34.5,57.7
19.2,33.3,60.6,15.7,34.5,57.7
19.3,33.3,60.7,15.7,34.6,57.8
19.2,33.2,60.4,15.7,34.5,57.7
18.9,33.3,60.6,15.7,34.5,57.7
18.9,33.3,60.6,15.7,34.5,57.7
18.9,33.3,60.6,15.7,34.5,57.7
19.3,33.3,60.7,15.4,34.2,58.7
19.3,33.3,60.7,15.3,34.5,57.7
19.2,33.3,60.6,15.3,34.5,57.7
19.2,33.3,60.6,15.3,34.5,57.7
19.6,33.3,60.7,15.3,34.5,57.7
19.5,33.2,60.4,15.7,34.5,57.7
19.3,33.3,60.7,15.7,34.5,57.7
19.6,33.3,60.6,15.7,34.5,57.7
19.6,33.3,60.7,15.7,34.5,57.7
20.0,33.3,60.7,15.7,34.5,57.7
20.0,33.3,60.7,15.7,34.2,58.7
19.9,33.3,60.6,15.7,34.5,57.7
19.9,33.3,60.6,15.7,34.5,57.7
19.9,33.3,60.6,15.7,34.5,57.7
19.9,33.3,60.6,15.7,34.5,57.7
19.9,33.2,60.3,15.7,34.5,57.7
20.0,33.3,60.7,15.7,34.5,57.7
20.0,33.3,60.7,15.7,34.5,57.7
20.0,33.3,60.7,15.7,34.5,57.7
19.6,33.3,60.7,15.7,34.5,57.7
19.6,33.3,60.7,15.7,34.2,58.7
19.6,33.3,60.7,15.7,34.5,57.7
19.6,33.3,60.7,15.7,34.5,57.7
19.6,33.3,60.7,15.7,34.6,57.7
19.6,33.3,60.7,15.7,34.5,57.7
19.5,33.2,60.4,15.7,34.6,57.7
19.6,33.3,60.7,15.7,34.5,57.7
19.6,33.3,60.7,15.4,34.6,57.7
19.6,33.3,60.7,15.4,34.6,57.7
19.6,33.3,60.7,15.4,34.6,57.7
19.6,33.3,60.6,15.4,34.3,58.7
20.0,33.3,60.7,15.4,34.6,57.7
20.0,33.3,60.7,15.4,34.6,57.7
20.0,33.3,60.7,15.0,34.6,57.7
19.5,33.2,60.4,15.4,34.6,57.7
19.6,33.3,60.7,15.4,34.6,57.7
19.2,33.3,60.6,15.4,34.6,57.7
19.2,33.3,60.6,15.0,34.6,57.7
19.6,33.3,60.7,15.0,34.6,57.7
19.6,33.3,60.7,15.4,34.6,57.7
19.6,33.3,60.7,15.4,34.3,58.7
19.6,33.3,60.7,15.4,34.6,57.7
19.6,33.3,60.7,15.4,34.6,57.7
19.3,33.3,60.7,15.4,34.6,57.7
19.2,33.2,60.4,15.4,34.6,57.7
19.3,33.3,60.7,15.4,34.6,57.7
19.3,33.3,60.7,15.4,34.6,57.7
19.3,33.3,60.7,15.4,34.6,57.7
19.3,33.3,60.7,15.4,34.6,57.7
19.3,33.3,60.7,15.3,34.6,57.7
19.3,33.3,60.7,15.4,34.3,58.7
19.3,33.3,60.7,15.7,34.6,57.7
19.2,33.3,60.6,15.4,34.6,57.7
19.2,33.2,60.3,15.7,34.6,57.7
18.9,33.3,60.7,15.7,34.6,57.7
18.9,33.3,60.7,15.7,34.6,57.7
19.3,33.3,60.7,15.7,34.6,57.7
19.3,33.3,60.7,15.7,34.6,57.7
19.3,33.3,60.7,15.7,34.6,57.7
19.3,33.3,60.7,15.8,34.3,58.7
19.6,33.3,60.7,15.7,34.6,57.7
19.3,33.3,60.7,16.0,34.6,57.7
19.3,33.3,60.7,16.0,34.6,57.7
19.5,33.2,60.4,15.7,34.6,57.7
19.6,33.3,60.7,16.0,34.6,57.7
20.0,33.3,60.7,15.7,34.6,57.7
19.6,33.3,60.7,15.7,34.6,57.7
19.6,33.3,60.7,15.7,34.6,57.7
19.6,33.3,60.7,15.7,34.6,57.7
19.6,33.3,60.7,15.8,34.3,58.7
19.6,33.3,60.7,15.7,34.6,57.7
19.6,33.3,60.7,15.7,34.6,57.7
20.0,33.3,60.7,15.7,34.6,57.7
19.9,33.2,60.4,15.7,34.6,57.7
20.0,33.3,60.7,15.7,34.6,57.7
20.0,33.3,60.7,15.7,34.6,57.7
20.0,33.3,60.7,15.3,34.6,57.7
20.0,33.3,60.7,15.3,34.6,57.7
20.0,33.3,60.7,15.3,34.6,57.7
20.3,33.3,60.7,15.4,34.3,58.7
20.3,33.3,60.7,15.3,34.6,57.7
20.3,33.3,60.7,15.3,34.6,57.7
20.2,33.2,60.4,15.3,34.6,57.7
20.0,33.3,60.7,15.3,34.6,57.6
20.0,33.3,60.7,15.3,34.6,57.6
20.0,33.3,60.7,15.3,34.6,57.7
20.0,33.3,60.7,15.3,34.6,57.6
20.3,33.3,60.7,15.3,34.6,57.6
20.0,33.3,60.7,15.4,34.3,58.6
20.0,33.3,60.7,15.3,34.6,57.6
20.0,33.3,60.7,15.3,34.6,57.6
20.0,33.3,60.7,15.3,34.6,57.7
